sector,Name,symbol,code,year,Current ratio,Quick Ratio,Cash ratio,Operating cash flow ratio,Working capital ratio,Return On Equity (ROE),Net profit margin,Sales turnover ratio,Return On Assets (ROA),EPS,Debt-to-assets ratio,Equity Ratio,Debt to equity ratio,Interest coverage ratio,The Long-Term Debt Coverage Ratio,Total debt to EBITDA ratio,Cash flow to debt ratio,Inventory turnover ratio,Receivables turnover ratio,Asset Turnover Ratio,Working capital turnover ratio,EBITDA,EV/EBITDA,EV / EBIT,EV / Free Cash Flow,EV / Invested Capital,EV / Revenue,P/E Ratio,Price/Book,Dividend Per Share,Altman Z-Score,Piotroski Score,Classification
Real State,First Capital Realty,FCR_u,RS 09,2020,0.87,0.74,0.18,0.4,0.87,0.0006,0.004,0.0674,0.0007,0.012,0.5757,0.4243,1.357,-1.20,0.51,15.18,0.04,3.69,14.88,0.07,-9.72,"380,584",20.1,20.4,13.5,0.9,11.3,18.8,0.7,0.86,4.7,3,2
Real State,First Capital Realty,FCR_u,RS 09,2021,0.69,0.49,0.04,0.32,0.69,0.0985,0.6729,0.0676,0.0469,2.09,0.5381,0.4619,1.1651,-4.28,0.47,14.55,0.05,1.68,25.30,0.07,-2.76,"373,966",22.1,22.5,56.0,0.9,12.2,8.8,0.9,0.432,4.8,7,2
Real State,First Capital Realty,FCR_u,RS 09,2022,0.59,0.4,0.04,0.31,0.59,-0.0369,-0.2247,0.0743,-0.0167,-0.75,0.5476,0.4524,1.2102,0.02,0.39,12.97,0.05,1.69,27.65,0.07,-2.20,"404,620",17.8,18.1,18.0,0.9,10.1,-21.2,0.8,0.864,4.7,5,2
Real State,FirstService,FSV,RS 10,2013,1.94,1.87,0.66,0.26,1.94,0.0128,0.0031,1.701,0.0302,0.094,0.5903,0.4097,1.4405,-2.89,2.68,4.68,0.1,76.94,8.81,1.7,8.34,"81,859.087",0,0,0,0,0,0,0,0.0,0.0,4,0
Real State,FirstService,FSV,RS 10,2014,1.99,1.91,0.53,0.36,1.99,0.0541,0.0115,1.839,0.0426,0.42,0.6106,0.3894,1.5682,-6.54,6.52,5.13,0.12,84.31,9.83,1.84,9.08,"84,861.053",0,0,0,0,0,0,0,0.0,7.5,4,2
Real State,FirstService,FSV,RS 10,2015,1.77,1.65,0.35,0.67,1.77,0.0875,0.0169,2.1051,0.0636,0.82,0.5927,0.4073,1.4551,-7.79,0.34,3.53,0.24,54.72,11.04,2.11,12.63,"139,967.595",18.1,26.5,178.1,3.8,1.4,99.8,8.5,0.555,7.7,6,2
Real State,FirstService,FSV,RS 10,2016,1.73,1.57,0.25,0.62,1.73,0.1186,0.0227,1.9234,0.0704,1.25,0.6324,0.3676,1.7206,-9.92,1.79,3.82,0.22,35.34,9.04,1.92,11.52,"171,316.976",16.6,23.2,39.2,3.8,1.4,56.5,9.2,0.5908,7.6,6,2
Real State,FirstService,FSV,RS 10,2017,1.53,1.35,0.27,0.54,1.53,0.166,0.0298,2.0383,0.0885,1.8,0.6346,0.3654,1.7364,-10.79,2.16,3.47,0.21,31.32,9.31,2.04,15.34,"195,090.744",19.4,27.0,36.2,4.8,1.7,56.8,12.9,0.616,7.5,7,2
Real State,FirstService,FSV,RS 10,2018,1.83,1.62,0.29,0.44,1.83,0.1698,0.0341,1.9171,0.0896,2.5,0.6151,0.3849,1.5978,-10.13,1.83,3.35,0.16,27.38,8.05,1.92,10.27,"252,308.363",16.2,22.4,37.0,4.0,1.5,36.0,10.6,0.7371,8.2,6,2
Real State,FirstService,FSV,RS 10,2019,1.87,1.6,0.34,0.3,1.87,-0.419,-0.1045,1.2311,-0.1164,-8.55,0.6929,0.3071,2.2561,5.25,0.48,5.97,0.08,17.29,6.11,1.23,7.77,"294,829.945",23.6,34.4,"1,738.5",3.4,2.2,-15.7,16.8,0.7791,6.1,4,2
Real State,FirstService,FSV,RS 10,2020,1.51,1.25,0.34,0.54,1.51,0.1022,0.0315,1.2622,0.0499,2.6,0.6115,0.3885,1.5738,-6.98,1.27,4.94,0.22,13.18,6.62,1.26,10.06,"346,217.847",26.4,43.6,35.1,4.3,2.5,84.7,9.4,0.8398,6.1,7,2
Real State,FirstService,FSV,RS 10,2021,1.56,1.3,0.27,0.27,1.56,0.1327,0.0416,1.295,0.0622,3.9,0.5939,0.4061,1.4626,-14.03,1.98,4.77,0.11,13.65,5.89,1.29,9.39,"395,330.014",30.5,44.2,54.8,5.5,3.0,68.4,11.2,0.9231,6.7,7,2
Real State,FirstService,FSV,RS 10,2022,1.74,1.36,0.21,0.17,1.74,0.1061,0.0323,1.3501,0.0523,3.71,0.5888,0.4112,1.4319,-8.70,1.11,4.90,0.06,10.59,5.89,1.35,7.94,"451,794.16",20.2,30.7,90.4,3.2,1.8,47.6,6.2,1.0967,7.0,5,2
Real State,Granite REIT,GRT_u,RS 11,2013,0.98,0.98,0.89,1.2,0.98,0.0866,0.765,0.0769,0.0588,3.06,0.3209,0.6791,0.4725,-6.36,6.21,5.04,0.16,0.00,76.23,0.08,-89.24,"157,290",14.8,14.9,16.7,1.0,11.4,11.2,1.1,1.281,5.1,4,2
Real State,Granite REIT,GRT_u,RS 11,2014,0.98,0.98,0.9,0.72,0.98,0.043,0.3395,0.0847,0.0288,1.35,0.3315,0.6685,0.496,-4.01,0.32,4.71,0.11,0.00,92.31,0.08,-73.94,"172,473",13.1,13.1,13.3,1.1,11.3,50.5,1.2,2.304,5.0,3,2
Real State,Granite REIT,GRT_u,RS 11,2015,1.25,1.25,1.15,1.55,1.25,0.1052,0.904,0.0792,0.0716,4.16,0.3196,0.6804,0.4697,-13.36,8.07,4.73,0.18,0.00,56.20,0.08,8.42,"184,420",12.6,12.6,14.2,0.9,10.6,10.4,1.0,2.304,5.3,7,2
Real State,Granite REIT,GRT_u,RS 11,2016,4.29,4.29,4.21,2.74,4.29,0.144,1.2564,0.0767,0.0964,5.96,0.3304,0.6696,0.4934,-17.76,0.49,5.12,0.17,0.00,209.57,0.08,1.16,"187,803",13.4,13.4,15.2,1.0,11.2,7.1,1.1,2.604,5.8,4,2
Real State,Granite REIT,GRT_u,RS 11,2017,4.02,4.02,0.6,1.37,4.02,0.1673,1.4718,0.0758,0.1116,7.63,0.3333,0.6667,0.4998,-20.06,8.15,5.78,0.15,0.00,105.23,0.08,0.69,"184,947",15.4,15.5,15.7,1.1,12.0,15.0,1.2,2.724,6.3,4,2
Real State,Granite REIT,GRT_u,RS 11,2018,8.39,8.39,7.78,1.87,8.39,0.1863,1.8871,0.0588,0.1111,10.18,0.4039,0.5961,0.6775,-27.20,7.98,9.50,0.09,0.00,57.11,0.06,0.39,"178,173",15.7,15.7,21.1,1.0,11.9,4.0,1.0,6.396,6.2,5,2
Real State,Granite REIT,GRT_u,RS 11,2019,3.78,3.78,3.51,2.16,3.78,0.1214,1.4005,0.0568,0.0796,7.07,0.3447,0.6553,0.526,-24.12,9.67,8.04,0.11,0.00,34.92,0.06,1.15,"206,040",23.3,23.4,34.7,1.1,16.8,9.5,1.3,2.904,6.1,4,2
Real State,Granite REIT,GRT_u,RS 11,2020,2.26,2.26,2.22,0.67,2.26,0.1096,1.2634,0.0504,0.0637,6.97,0.4187,0.5813,0.7203,-13.66,6.23,10.82,0.09,0.00,50.43,0.05,0.72,"261,032",24.6,24.7,20.6,1.1,19.0,13.6,1.3,3.0,5.7,2,2
Real State,Granite REIT,GRT_u,RS 11,2021,2.96,2.96,2.45,1.6,2.96,0.2462,3.329,0.0459,0.1529,19.94,0.3788,0.6212,0.6098,-41.03,0.89,11.03,0.08,0.00,36.53,0.05,1.22,"294,276",29.6,29.8,35.9,1.1,22.5,6.1,1.4,3.0996,6.1,5,2
Real State,Granite REIT,GRT_u,RS 11,2022,0.44,0.44,0.22,0.45,0.44,0.0284,0.3419,0.0491,0.0168,2.45,0.4095,0.5905,0.6934,-3.59,0.92,10.83,0.07,0.00,37.42,0.05,-1.32,"350,893",23.2,23.3,33.3,1.0,17.9,34.2,1.0,3.2004,5.4,4,2
Real State,H&R Real Estate,HR_u,RS 12,2013,0.27,0.27,0.09,1.99,0.27,0.0516,0.2764,0.0862,0.0238,1.31,0.5381,0.4619,1.165,-2.15,0.64,9.39,0.08,0.00,74.50,0.09,-5.16,"778,390",15.9,17.2,13.1,1.0,11.3,18.5,1.0,0.9,4.7,5,2
Real State,H&R Real Estate,HR_u,RS 12,2014,0.51,0.51,0.03,1.07,0.51,0.0651,0.3339,0.0951,0.0318,1.56,0.5117,0.4883,1.048,-2.43,0.99,8.10,0.11,0.00,103.72,0.1,-3.60,"844,862.665",14.3,14.3,16.5,1.0,9.5,14.9,1.0,1.35,4.8,7,2
Real State,Riocan REIT,REI_u,RS 13,2013,0.16,0.07,0.06,0.63,0.16,0.0975,0.5988,0.0875,0.0527,2.3,0.4625,0.5375,0.8606,-4.05,0.32,8.50,0.07,6.32,33.83,0.09,-2.19,"736,010",17.5,17.6,17.9,1.1,11.0,8.3,1.1,0.8225,5.2,2,2
Real State,Riocan REIT,REI_u,RS 13,2014,1.52,1.33,0.14,1.21,1.52,0.0843,0.638,0.0708,0.0452,1.41,0.4639,0.5361,0.8653,-3.31,0.57,11.14,0.07,4.66,19.84,0.07,4.79,"611,456",19.9,19.9,18.8,1.1,12.1,11.2,1.1,1.41,5.5,5,2
Real State,Riocan REIT,REI_u,RS 13,2015,1.27,1.26,0.03,0.23,1.27,0.0179,0.127,0.0698,0.0089,1.26,0.5045,0.4955,1.018,-3.24,0.39,12.89,0.08,9.59,24.65,0.07,1.50,"625,903",27.8,28.1,-82.0,1.0,15.6,47.8,1.0,1.41,5.4,3,2
Real State,Riocan REIT,REI_u,RS 13,2016,0.4,0.37,0.04,0.32,0.4,0.1037,0.7026,0.0834,0.0586,2.06,0.4349,0.5651,0.7695,-4.78,0.14,9.06,0.07,9.15,29.01,0.08,-1.48,"680,326",21.3,21.5,13.1,1.1,12.0,12.6,1.1,1.41,5.3,6,2
Real State,Riocan REIT,REI_u,RS 13,2017,1.2,1.01,0.1,0.51,1.2,0.0889,0.5789,0.0859,0.0498,2.16,0.4404,0.5596,0.7871,-5.13,0.25,8.42,0.06,3.26,66.54,0.09,9.05,"752,286",18.4,18.6,21.3,1.0,11.1,11.9,1.0,1.41,5.7,6,2
Real State,Riocan REIT,REI_u,RS 13,2018,0.43,0.28,0.05,0.29,0.43,0.0689,0.4435,0.085,0.0377,1.68,0.4525,0.5475,0.8266,-4.12,0.30,9.31,0.06,2.17,69.87,0.09,-1.47,"680,492",18.6,18.8,19.7,1.0,10.9,12.5,1.0,1.44,5.2,3,2
Real State,Riocan REIT,REI_u,RS 13,2019,0.28,0.2,0.07,0.44,0.28,0.0934,0.57,0.0896,0.0511,2.52,0.4532,0.5468,0.8288,-5.25,0.32,9.60,0.08,5.42,69.28,0.09,-1.46,"716,736",21.0,21.2,18.2,1.0,11.1,11.0,1.1,1.44,5.2,5,2
Real State,Riocan REIT,REI_u,RS 13,2020,0.56,0.4,0.18,0.42,0.56,-0.0084,-0.0553,0.0767,-0.0042,-0.2,0.4934,0.5066,0.9739,-0.70,0.34,11.45,0.07,2.18,24.93,0.08,-2.02,"657,778",17.8,17.9,19.2,0.8,9.9,260.9,0.7,1.44,5.0,3,2
Real State,Riocan REIT,REI_u,RS 13,2021,0.57,0.33,0.09,0.54,0.57,0.0756,0.4943,0.0798,0.0394,1.89,0.4787,0.5213,0.9184,-4.49,0.28,10.62,0.07,2.18,36.72,0.08,-3.15,"684,035",20.6,20.7,28.2,0.9,11.8,15.8,0.9,0.96,5.2,9,2
Real State,Riocan REIT,REI_u,RS 13,2022,0.34,0.17,0.05,0.32,0.34,0.0306,0.1917,0.0818,0.0157,0.77,0.4882,0.5118,0.9539,-2.32,0.59,11.08,0.07,1.87,38.19,0.08,-1.18,"665,160",18.9,19.0,20.4,0.9,10.2,26.5,0.8,1.02,4.8,4,2
Real State,Smart REIT,SRU_u,RS 14,2013,0.26,0.21,0.21,0.5,0.26,0.0717,0.4668,0.0827,0.0448,2.36,0.4619,0.5381,0.8583,-3.27,0.62,8.63,0.07,8.62,37.71,0.08,-1.68,"378,223",17.0,17.0,17.9,0.9,11.1,3.2,1.0,0.903,5.0,3,2
Real State,Smart REIT,SRU_u,RS 14,2014,0.07,0.03,0.04,0.42,0.07,0.058,0.3629,0.0878,0.0371,1.94,0.4504,0.5496,0.8194,-2.73,0.39,8.01,0.08,9.08,44.84,0.09,-1.18,"399,863",16.9,16.9,18.3,1.0,10.9,15.8,1.1,1.6008,4.9,5,2
Real State,Smart REIT,SRU_u,RS 14,2015,0.13,0.07,0.05,0.73,0.13,0.06,0.3894,0.0813,0.0376,2.09,0.4729,0.5271,0.8973,-3.22,0.42,9.18,0.07,9.83,33.08,0.08,-1.97,"437,949",19.8,19.8,19.5,1.0,12.5,15.9,1.3,1.65,4.9,6,2
Real State,Smart REIT,SRU_u,RS 14,2016,0.08,0.05,0.03,0.44,0.08,0.0691,0.4229,0.0872,0.0442,2.48,0.4663,0.5337,0.8737,-3.62,0.59,8.36,0.08,10.31,46.28,0.09,-1.15,"487,423",18.4,18.5,18.4,1.0,11.6,15.5,1.3,1.7,4.8,6,2
Real State,Smart REIT,SRU_u,RS 14,2017,0.37,0.33,0.26,0.57,0.37,0.0615,0.3936,0.0804,0.0379,2.24,0.4854,0.5146,0.9431,-3.65,0.45,9.91,0.08,13.54,52.57,0.08,-1.92,"459,294",18.3,18.3,19.2,1.0,11.4,12.0,1.3,1.75,4.9,3,2
Real State,Smart REIT,SRU_u,RS 14,2018,0.14,0.11,0.04,0.44,0.14,0.0668,0.4124,0.0857,0.0426,2.49,0.4706,0.5294,0.8888,-3.85,0.41,8.98,0.08,12.50,37.23,0.09,-1.19,"495,797",18.1,18.4,18.5,1.0,11.1,12.4,1.2,1.8,4.8,6,2
Real State,Smart REIT,SRU_u,RS 14,2019,0.37,0.3,0.17,1.04,0.37,0.0585,0.3808,0.0831,0.0377,2.18,0.4594,0.5406,0.8497,-3.38,0.26,8.94,0.08,12.27,40.21,0.08,-3.93,"510,027",18.8,18.8,18.8,1.0,11.3,14.3,1.2,1.85,5.2,4,2
Real State,Smart REIT,SRU_u,RS 14,2020,0.81,0.79,0.73,0.27,0.81,0.0146,0.0877,0.08,0.0084,0.52,0.5182,0.4818,1.0756,-1.53,0.28,10.43,0.05,12.43,18.62,0.08,-4.13,"532,865",15.5,15.7,15.5,0.9,9.6,27.4,0.9,1.85,4.8,3,2
Real State,Smart REIT,SRU_u,RS 14,2021,0.16,0.13,0.07,0.4,0.16,0.1417,0.8242,0.089,0.0875,5.72,0.4828,0.5172,0.9333,-7.88,0.42,8.17,0.07,10.77,34.40,0.09,-1.29,"667,395.665",17.5,18.0,21.7,1.0,10.9,14.5,1.3,1.85,4.8,7,2
Real State,Smart REIT,SRU_u,RS 14,2022,0.26,0.21,0.05,0.51,0.26,0.0837,0.6241,0.0707,0.0543,3.57,0.4733,0.5267,0.8987,-6.96,0.68,10.95,0.07,7.48,28.45,0.07,-1.56,"505,700",18.0,18.1,21.9,0.9,11.0,7.3,0.9,1.85,5.0,4,2
Real State,Mainstreet Equity,MEQ,RS 15,2013,0.22,0.21,0.01,0.17,0.22,0.1275,0.8093,0.0671,0.0543,5.97,0.5737,0.4263,1.3459,-4.14,0.24,15.22,0.03,85.48,234.10,0.07,-0.74,"43,894",21.0,21.1,29.1,0.9,11.6,20.1,0.7,0.0,5.0,6,2
Real State,Mainstreet Equity,MEQ,RS 15,2014,0.07,0.07,0.01,0.27,0.07,0.1182,0.7361,0.071,0.0523,6.38,0.5577,0.4423,1.2611,-4.17,0.15,13.81,0.04,66.70,364.70,0.07,-1.04,"51,401",20.8,21.0,22.0,0.9,11.7,5.8,0.8,0.0,5.3,4,2
Real State,Mainstreet Equity,MEQ,RS 15,2015,0.07,0.07,0.01,0.32,0.07,0.1043,0.6446,0.0716,0.0462,6.23,0.5573,0.4427,1.2587,-4.21,0.35,13.32,0.04,71.74,223.09,0.07,-1.03,"58,607",17.1,17.2,19.2,0.8,9.9,10.0,0.6,0.0,5.3,6,2
Real State,Mainstreet Equity,MEQ,RS 15,2016,0.09,0.09,0.01,0.26,0.09,0.0292,0.1712,0.0679,0.0116,1.79,0.6018,0.3982,1.5116,-1.81,0.26,16.33,0.03,107.29,135.52,0.07,-1.12,"54,424",17.0,17.1,21.5,0.8,9.7,7.6,0.5,0.0,5.0,4,2
Real State,Mainstreet Equity,MEQ,RS 15,2017,1.23,1.22,1.0,1.24,1.23,0.1343,0.8689,0.0627,0.0545,10.25,0.5943,0.4057,1.4647,-4.53,0.28,18.33,0.03,165.14,150.16,0.06,18.66,"54,096",21.5,21.6,22.8,0.8,10.8,8.9,0.6,0.0,5.5,7,2
Real State,Mainstreet Equity,MEQ,RS 15,2018,0.13,0.11,0.01,0.54,0.13,0.097,0.6287,0.0616,0.0387,8.23,0.6009,0.3991,1.5059,-3.94,0.63,18.42,0.03,63.51,184.47,0.06,-2.34,"61,296",23.2,23.3,27.7,0.8,12.2,2.9,0.6,0.0,5.2,4,2
Real State,Mainstreet Equity,MEQ,RS 15,2019,0.04,0.04,0.0,0.21,0.04,0.0733,0.4264,0.0669,0.0285,6.41,0.6108,0.3892,1.5691,-2.91,0.71,17.01,0.03,53.28,155.14,0.07,-0.75,"73,801",23.8,24.0,26.1,0.9,12.7,9.5,0.8,0.0,4.8,5,2
Real State,Mainstreet Equity,MEQ,RS 15,2020,0.43,0.42,0.35,0.32,0.43,0.0791,0.4577,0.0669,0.0306,7.32,0.6126,0.3874,1.5814,-3.19,0.20,17.10,0.03,57.08,192.26,0.07,-2.34,"80,193",22.4,22.6,26.9,0.9,12.1,13.6,0.8,0.0,5.2,5,2
Real State,Mainstreet Equity,MEQ,RS 15,2021,0.52,0.5,0.2,0.37,0.52,0.2065,1.4102,0.0598,0.0843,24.13,0.5916,0.4084,1.4485,-7.83,0.25,18.57,0.02,32.69,207.16,0.06,-3.47,"85,221",27.4,27.6,34.4,1.0,14.6,4.2,0.9,0.0,5.4,6,2
Real State,Mainstreet Equity,MEQ,RS 15,2022,0.52,0.51,0.35,0.41,0.52,0.0996,0.6675,0.0624,0.0417,12.9,0.5816,0.4184,1.3898,-4.43,0.48,17.83,0.03,38.14,212.94,0.06,-2.97,"94,364",25.9,26.0,38.2,0.9,13.6,9.5,0.9,0.0,5.4,6,2
Technology,BCE Inc,BCE,TECH 01,2013,0.64,0.59,0.04,0.82,0.64,0.1296,0.1032,0.4495,0.0526,2.55,0.6419,0.3581,1.7929,-4.45,1.89,3.97,0.22,31.75,7.02,0.45,-7.23,"7,338,000",8.2,13.2,24.3,1.7,2.9,16.6,3.1,1.165,3.7,5,2
Technology,BCE Inc,BCE,TECH 01,2014,0.5,0.46,0.06,0.69,0.5,0.1641,0.1188,0.4545,0.0587,2.98,0.6708,0.3292,2.0381,-5.11,3.12,4.03,0.2,37.55,7.22,0.45,-4.63,"7,700,000",9.0,14.6,21.1,1.9,3.3,19.3,4.2,3.0875,3.0,6,2
Technology,BCE Inc,BCE,TECH 01,2015,0.48,0.44,0.06,0.63,0.48,0.1545,0.1245,0.4483,0.0569,2.98,0.6389,0.3611,1.7695,-5.02,2.10,3.84,0.2,30.61,7.60,0.45,-4.15,"7,981,000",9.0,14.2,25.6,1.9,3.3,18.0,3.8,2.6,3.1,5,2
Technology,BCE Inc,BCE,TECH 01,2016,0.48,0.44,0.08,0.66,0.48,0.1698,0.1396,0.4334,0.0616,3.33,0.6437,0.3563,1.8065,-5.73,1.95,3.96,0.21,31.41,7.70,0.43,-4.13,"8,149,000",9.1,14.5,25.9,2.0,3.5,18.5,4.1,2.73,3.2,5,2
Technology,BCE Inc,BCE,TECH 01,2017,0.53,0.49,0.06,0.69,0.53,0.1452,0.1316,0.4078,0.0547,3.2,0.6304,0.3696,1.7056,-5.31,2.04,4.12,0.21,34.60,5.94,0.41,-4.48,"8,538,000",9.6,15.4,19.6,1.8,3.6,19.0,3.6,2.87,3.5,6,2
Technology,BCE Inc,BCE,TECH 01,2018,0.56,0.51,0.04,0.71,0.56,0.1416,0.1248,0.411,0.0521,3.1,0.6377,0.3623,1.7599,-4.97,1.99,4.16,0.2,31.60,6.09,0.41,-5.06,"8,759,000",8.8,14.1,36.8,1.7,3.3,17.1,2.9,3.02,3.5,6,2
Technology,BCE Inc,BCE,TECH 01,2019,0.56,0.52,0.01,0.81,0.56,0.1491,0.1341,0.3956,0.0541,3.34,0.6441,0.3559,1.8095,-4.87,2.38,4.54,0.21,31.88,6.06,0.4,-5.59,"8,530,000",9.3,15.2,21.7,1.8,3.6,18.4,3.2,3.17,3.7,6,2
Technology,BCE Inc,BCE,TECH 01,2020,0.69,0.63,0.03,0.94,0.69,0.1235,0.1151,0.3772,0.0445,2.51,0.6484,0.3516,1.8442,-3.94,1.27,4.85,0.2,29.80,6.07,0.38,-8.86,"8,103,000",9.7,15.2,31.8,1.6,3.5,21.8,2.9,3.33,3.9,7,2
Technology,BCE Inc,BCE,TECH 01,2021,0.68,0.63,0.03,0.88,0.68,0.1238,0.1211,0.3512,0.0433,2.99,0.6564,0.3436,1.9102,-4.64,2.09,5.26,0.18,27.72,5.93,0.35,-8.04,"8,328,000",10.9,17.2,30.4,1.7,3.9,21.7,3.1,3.5,3.9,4,2
Technology,BCE Inc,BCE,TECH 01,2022,0.57,0.51,0.01,0.73,0.57,0.1274,0.1186,0.3487,0.0422,2.98,0.6752,0.3248,2.0792,-4.40,2.64,5.43,0.18,20.89,5.69,0.35,-4.85,"8,615,000",11.1,17.3,37.9,1.8,3.9,21.9,3.2,3.68,3.6,4,2
Technology,Celestica Inc.,CLS,TECH 02,2013,1.91,1.17,0.49,0.13,1.91,0.0842,0.0204,2.1964,0.0447,0.68,0.4687,0.5313,0.8822,-46.07,2.58,5.91,0.12,6.62,8.86,2.2,5.73,"222,351.948",6.6,10.0,9.8,1.0,0.2,18.3,1.3,0.0,4.9,6,2
Technology,Celestica Inc.,CLS,TECH 02,2014,2.0,1.31,0.54,0.23,2.0,0.0776,0.0192,2.1796,0.0419,0.7,0.4601,0.5399,0.8522,-41.19,0.00,5.23,0.2,7.27,8.12,2.18,5.36,"262,997.697",6.8,9.5,17.5,1.0,0.3,15.4,1.4,0.0,5.3,7,2
Technology,Celestica Inc.,CLS,TECH 02,2015,1.87,1.17,0.48,0.17,1.87,0.0613,0.0119,2.159,0.0256,0.6,0.5823,0.4177,1.3941,-18.32,10.44,6.92,0.13,6.60,8.28,2.16,5.69,"304,968.104",6.5,9.2,14.5,1.0,0.2,31.3,1.5,0.0,4.7,4,2
Technology,Celestica Inc.,CLS,TECH 02,2016,1.9,1.35,0.45,0.14,1.9,0.11,0.0229,2.1277,0.0487,1.31,0.5574,0.4426,1.2594,36.91,2.30,6.28,0.11,8.21,5.94,2.13,5.39,"338,659.204",5.9,8.3,96.1,0.9,0.2,13.1,1.4,0.0,5.2,8,2
Technology,Celestica Inc.,CLS,TECH 02,2017,1.96,1.3,0.41,0.1,1.96,0.077,0.0172,2.0723,0.0356,0.93,0.5378,0.4622,1.1633,-14.18,2.24,6.32,0.08,6.95,6.00,2.07,5.08,"316,937.599",4.6,6.3,73.6,0.8,0.2,13.3,1.1,0.0,5.6,4,2
Technology,Celestica Inc.,CLS,TECH 02,2018,1.74,1.07,0.26,0.02,1.74,0.0742,0.0149,1.7747,0.0265,0.97,0.6436,0.3564,1.8054,-4.36,0.08,9.33,0.01,5.69,5.50,1.77,5.51,"351,891.844",4.7,7.1,303.3,0.7,0.2,22.8,0.9,0.0,5.1,3,2
Technology,Celestica Inc.,CLS,TECH 02,2019,1.75,1.08,0.32,0.23,1.75,0.0518,0.0119,1.6537,0.0197,0.7,0.6191,0.3809,1.6255,-3.02,1.15,9.39,0.16,5.55,5.59,1.65,5.30,"304,885.452",5.6,11.5,8.7,0.6,0.2,7.8,0.8,0.0,5.0,7,2
Technology,Celestica Inc.,CLS,TECH 02,2020,1.73,1.04,0.29,0.15,1.73,0.043,0.0105,1.5688,0.0165,0.6,0.6155,0.3845,1.6005,-3.39,1.24,9.20,0.11,4.89,5.26,1.57,4.96,"311,870.142",5.8,10.5,8.4,0.6,0.2,31.1,0.7,0.0,5.1,5,2
Technology,Celestica Inc.,CLS,TECH 02,2021,1.52,0.77,0.17,0.1,1.52,0.071,0.0184,1.2074,0.0223,1.04,0.6865,0.3135,2.19,-5.29,0.92,11.45,0.07,3.03,4.47,1.21,4.77,"353,941.947",5.9,9.0,15.7,0.7,0.3,15.1,0.9,0.0,5.0,6,2
Technology,Celestica Inc.,CLS,TECH 02,2022,1.42,0.65,0.12,0.1,1.42,0.0867,0.0201,1.2882,0.0259,1.6,0.7019,0.2981,2.3546,-4.41,2.14,8.89,0.08,2.81,5.20,1.29,5.70,"601,559.985",5.1,7.3,17.2,0.8,0.3,10.2,0.9,0.0,5.1,7,2
Technology,Ceridian HCM,CDAY,TECH 03,2015,1.01,1.01,0.01,0.0,1.01,-0.1097,-0.1712,0.0876,-0.015,-2.32,0.8633,0.1367,6.3156,0.19,0.19,87.27,0.0,0.00,9.44,0.09,14.67,"95,874.868",0,0,0,0,0,0,0,0.0,0.0,2,0
Technology,Ceridian HCM,CDAY,TECH 03,2016,1.05,1.05,0.03,-0.02,1.05,-0.0789,-0.126,0.0996,-0.0125,-2.19,0.841,0.159,5.2889,-0.04,0.76,109.69,-0.01,0.00,9.65,0.1,3.21,"65,126.77",0,0,0,0,0,0,0,0.0,3.5,2,2
Technology,Ceridian HCM,CDAY,TECH 03,2017,1.04,1.04,0.02,-0.01,1.04,0.0027,0.0049,0.0992,0.0003,-0.22,0.8224,0.1776,4.63,-0.54,0.35,62.51,-0.01,0.00,11.88,0.1,3.75,"112,769.943",0,0,0,0,0,0,0.0,0.0,3.6,6,2
Technology,Ceridian HCM,CDAY,TECH 03,2018,1.06,1.06,0.08,0.0,1.06,-0.0375,-0.0818,0.1411,-0.0116,-0.51,0.6922,0.3078,2.2484,-0.53,0.01,41.37,0.0,0.00,12.88,0.14,4.50,"119,845.244",45.4,88.9,44.2,2.4,7.2,-595.2,3.1,0.0,1.0,6,0
Technology,Ceridian HCM,CDAY,TECH 03,2019,1.07,1.07,0.08,0.02,1.07,0.0418,0.0955,0.1354,0.0129,0.72,0.6907,0.3093,2.2331,-2.06,1.28,43.83,0.01,0.00,11.84,0.14,3.27,"124,525.191",81.8,109.8,370.2,4.0,12.8,109.7,5.3,0.0,1.7,7,0
Technology,Ceridian HCM,CDAY,TECH 03,2020,1.07,1.07,0.05,-0.01,1.07,-0.0019,-0.0047,0.1257,-0.0006,-0.035,0.6869,0.3131,2.1938,-0.20,0.86,109.34,-0.01,0.00,9.62,0.13,3.26,"53,568.882",188.9,253.2,-596.2,5.3,19.3,"1,334.7",7.7,0.0,2.3,1,1
Technology,Ceridian HCM,CDAY,TECH 03,2021,1.11,1.11,0.1,0.01,1.11,-0.0338,-0.0736,0.1429,-0.0105,-0.63,0.6892,0.3108,2.2171,1.52,1.12,404.81,0.01,0.00,8.37,0.14,2.55,"15,427.266",776.0,-748.0,283.0,4.9,17.2,-190.0,7.1,0.0,2.1,4,1
Technology,Ceridian HCM,CDAY,TECH 03,2022,1.08,1.08,0.1,0.03,1.08,-0.0348,-0.0589,0.1574,-0.0093,-0.65,0.7336,0.2664,2.7533,1.20,3.58,103.16,0.02,0.00,9.31,0.16,3.46,"76,227.385",189.0,985.2,74.8,3.2,8.5,-133.8,4.7,0.0,1.2,6,0
